,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,51,9,12,1,5,1,2,1,19,2
car,4,61,1,0,2,1,4,0,4,12
bird,8,3,41,8,17,7,10,3,3,0
cat,2,2,10,30,15,9,19,6,4,6
deer,9,4,10,4,42,3,10,7,0,1
dog,1,1,14,13,12,32,2,8,0,3
frog,0,1,12,4,11,1,81,0,1,1
horse,2,2,4,5,15,11,6,55,1,1
ship,25,10,3,3,2,2,3,0,55,3
truck,7,27,2,6,0,0,2,0,8,57
