,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,5,2,2,3,1,1,1,15,10
car,4,59,1,2,1,0,0,0,5,17
bird,11,1,38,15,11,7,7,6,3,1
cat,2,2,10,46,7,13,10,8,2,3
deer,5,2,12,5,28,6,6,23,2,1
dog,1,2,2,26,3,39,2,10,0,1
frog,3,3,3,10,5,5,73,3,3,4
horse,3,1,2,10,5,6,0,68,1,6
ship,22,7,1,4,0,0,1,1,65,5
truck,5,11,1,3,0,2,0,1,6,80
