,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,53,4,2,5,3,3,3,0,25,5
car,1,69,1,1,0,1,0,2,7,7
bird,12,1,33,10,15,12,9,1,6,1
cat,1,2,3,35,3,24,13,12,3,7
deer,6,3,10,10,35,6,5,11,2,2
dog,1,2,2,22,4,42,3,9,1,0
frog,2,2,4,9,4,7,74,4,2,4
horse,2,1,2,8,7,8,4,63,3,4
ship,7,8,0,1,0,1,0,0,88,1
truck,1,21,1,0,0,1,2,4,13,66
