,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,68,5,3,2,3,1,2,2,10,7
car,3,66,1,1,1,0,1,0,5,11
bird,10,2,44,5,11,10,7,6,4,1
cat,4,3,5,41,13,17,11,4,4,1
deer,5,0,10,6,50,6,7,6,0,0
dog,1,1,6,19,3,43,3,9,0,1
frog,0,0,8,3,8,2,90,0,1,0
horse,3,1,1,4,15,5,2,66,1,4
ship,8,1,1,2,3,0,0,1,86,4
truck,6,15,0,1,0,1,5,2,8,71
