,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,69,3,6,2,1,3,2,3,11,3
car,1,68,0,1,1,1,3,1,5,8
bird,11,0,55,10,5,11,5,1,2,0
cat,6,0,9,52,5,16,4,8,2,1
deer,7,1,9,13,43,6,3,7,0,1
dog,0,0,9,19,0,42,3,11,1,1
frog,0,2,8,11,7,7,74,2,1,0
horse,2,0,3,10,4,9,0,72,2,0
ship,20,1,5,3,0,0,0,0,74,3
truck,8,13,4,8,2,1,0,1,10,62
