,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,1,2,4,6,3,2,0,16,8
car,2,70,1,0,2,1,1,0,5,7
bird,12,1,34,8,24,9,9,1,2,0
cat,2,2,4,33,16,25,10,6,3,2
deer,6,0,3,4,62,4,4,5,1,1
dog,0,0,5,10,9,53,3,5,0,1
frog,0,1,1,5,8,8,86,1,1,1
horse,1,1,1,9,17,6,0,67,0,0
ship,12,2,0,6,0,2,0,0,82,2
truck,2,11,1,5,0,1,1,1,8,79
