,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,50,7,2,5,6,1,7,2,12,11
car,1,67,0,0,2,0,0,3,1,15
bird,9,0,42,19,7,10,6,4,1,2
cat,3,2,9,44,7,12,13,6,0,7
deer,2,2,14,7,45,6,2,11,0,1
dog,0,1,2,28,4,43,1,6,0,1
frog,3,2,5,10,9,5,77,1,0,0
horse,0,0,4,12,6,8,0,65,2,5
ship,13,9,2,4,1,1,0,0,65,11
truck,4,8,1,4,1,2,1,1,6,81
