,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,49,1,8,7,4,3,1,1,22,7
car,1,60,3,1,3,0,1,2,6,12
bird,7,1,50,16,6,10,5,2,1,2
cat,2,5,6,54,11,11,4,4,1,5
deer,3,0,12,14,48,2,3,7,0,1
dog,0,0,6,34,6,27,2,7,1,3
frog,1,2,12,15,5,2,72,1,1,1
horse,1,0,2,10,5,10,0,71,1,2
ship,10,5,1,3,2,0,0,0,82,3
truck,4,10,3,3,1,0,1,1,7,79
