,loss,accuracy,val_loss,val_accuracy
0,1.6330829950449417,0.4121224582195282,1.3649516353607178,0.49900001287460327
1,1.340270777663406,0.5229183435440063,1.2851785869598389,0.5600000023841858
2,1.2120276667341894,0.5712857246398926,1.2286806554794312,0.5799999833106995
3,1.1171672805523385,0.6069591641426086,1.239526891708374,0.5659999847412109
4,1.050605945820711,0.630346953868866,1.1142886333465576,0.6209999918937683
5,0.9885188632400669,0.6523265242576599,1.165481162071228,0.6010000109672546
6,0.9380776821739819,0.671999990940094,1.187817437171936,0.6010000109672546
7,0.890807993796407,0.6911428570747375,1.2312416520118714,0.5849999785423279
8,0.8688312911233124,0.6953877806663513,1.0835744886398315,0.640999972820282
9,0.8328927620600681,0.7079591751098633,1.2175140800476074,0.6100000143051147
10,0.814142735824293,0.7147959470748901,1.2064263000488282,0.6150000095367432
11,0.7838023674925979,0.7257347106933594,1.1961990289688111,0.6430000066757202
12,0.7691237007379532,0.7306734919548035,1.2366857929229735,0.6269999742507935
13,0.749991346310596,0.7394489645957947,1.3028037877082825,0.5950000286102295
14,0.7317881610247554,0.7431632876396179,1.3420278396606444,0.5950000286102295
15,0.7215798630714416,0.7510204315185547,1.413658742904663,0.5720000267028809
16,0.709097766793504,0.7560408115386963,1.3072537908554076,0.6010000109672546
17,0.7041225735216725,0.7579591870307922,1.3758311405181884,0.6060000061988831
18,0.6882322161976172,0.7618571519851685,1.4147366752624513,0.5910000205039978
19,0.6833756640419668,0.7663877606391907,1.4190565791130065,0.5929999947547913
20,0.6660760712976358,0.7703877687454224,1.5278359050750732,0.6000000238418579
21,0.6651091697824245,0.7719388008117676,1.5961289591789245,0.609000027179718
22,0.6779104811597844,0.7685714364051819,1.7095853338241578,0.5699999928474426
23,0.669134292007709,0.7736530900001526,1.4646504907608031,0.609000027179718
24,0.6624080136357522,0.7776938676834106,1.5075481367111205,0.6050000190734863
25,0.6342624982826564,0.7855714559555054,1.632357750415802,0.6230000257492065
26,0.6512169221408514,0.7823877334594727,1.641422746658325,0.5910000205039978
