,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,3,4,5,2,1,1,5,11,10
car,3,59,1,0,0,1,1,2,3,19
bird,7,0,57,3,8,13,5,2,3,2
cat,2,0,11,38,7,17,14,9,0,5
deer,3,0,9,7,46,7,5,11,1,1
dog,0,0,3,16,4,54,1,7,0,1
frog,0,0,6,7,4,8,79,1,0,7
horse,1,1,3,5,6,7,1,75,0,3
ship,12,5,2,3,0,1,5,0,71,7
truck,2,8,2,1,0,0,0,5,5,86
