,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,64,2,3,1,5,1,3,1,16,7
car,3,77,0,0,0,2,0,0,2,5
bird,10,0,53,6,8,12,5,2,2,2
cat,4,3,7,38,8,22,5,6,3,7
deer,6,2,8,7,44,5,3,13,0,2
dog,2,0,7,23,4,37,3,10,0,0
frog,0,6,3,7,5,5,78,1,2,5
horse,1,1,4,4,6,9,0,73,1,3
ship,9,4,1,1,1,0,0,0,87,3
truck,1,18,3,1,0,2,1,0,6,77
