,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,56,7,1,4,3,1,5,1,21,4
car,2,73,1,1,0,0,0,1,7,4
bird,7,2,44,12,9,9,11,3,3,0
cat,3,2,6,43,8,22,9,6,1,3
deer,3,2,13,9,41,5,8,9,0,0
dog,0,2,5,14,6,50,2,6,0,1
frog,0,1,1,10,5,5,88,0,1,1
horse,2,1,4,10,6,10,0,67,0,2
ship,8,6,0,5,1,0,1,0,83,2
truck,4,19,1,3,0,2,3,3,10,64
