,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,2,0,4,2,2,2,4,18,6
car,4,61,1,0,0,3,0,1,4,15
bird,10,1,47,12,4,13,4,7,1,1
cat,2,0,7,40,5,27,10,8,1,3
deer,6,0,7,12,29,8,11,14,2,1
dog,0,0,2,20,2,49,2,10,0,1
frog,2,1,1,13,2,4,83,1,2,3
horse,2,0,2,7,3,6,1,78,1,2
ship,9,3,0,1,2,1,0,0,88,2
truck,5,8,1,2,0,3,1,2,9,78
