,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,57,2,7,0,0,3,4,6,14,10
car,3,58,3,0,1,1,2,0,5,16
bird,7,0,47,8,3,18,6,9,1,1
cat,1,2,8,42,3,24,13,5,2,3
deer,1,0,24,5,18,14,9,13,2,4
dog,0,1,4,18,1,47,3,12,0,0
frog,1,4,6,12,1,7,79,0,1,1
horse,1,0,4,6,2,8,2,75,0,4
ship,20,8,3,2,0,0,1,1,61,10
truck,1,10,1,3,0,0,2,1,9,82
