,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,55,5,8,3,2,2,2,2,16,8
car,2,69,1,0,0,0,3,1,6,7
bird,5,1,46,7,10,8,15,0,6,2
cat,1,4,11,43,10,16,13,1,2,2
deer,2,1,8,7,45,5,13,6,0,3
dog,0,0,5,15,10,44,9,3,0,0
frog,1,0,3,4,4,5,94,0,0,1
horse,1,0,2,8,15,7,5,61,2,1
ship,18,9,3,3,0,0,2,0,68,3
truck,6,15,1,2,2,1,4,4,10,64
