,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,4,3,3,3,2,5,0,19,3
car,2,69,0,1,0,1,3,0,9,4
bird,10,3,42,7,17,5,9,3,3,1
cat,2,3,5,48,17,3,14,6,3,2
deer,6,1,7,6,54,4,6,6,0,0
dog,0,0,5,30,5,23,10,13,0,0
frog,0,2,2,10,5,2,88,0,2,1
horse,3,0,0,8,10,7,0,73,1,0
ship,14,4,0,3,0,0,3,1,79,2
truck,4,13,4,2,1,0,3,2,8,72
