,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,1,4,3,0,2,1,3,15,8
car,7,63,1,0,0,1,2,0,2,13
bird,17,0,53,4,4,9,7,3,1,2
cat,5,1,18,30,6,22,10,4,3,4
deer,8,0,22,5,31,10,5,7,1,1
dog,4,1,4,13,4,51,2,6,0,1
frog,3,0,7,1,1,4,90,0,0,6
horse,5,0,3,3,7,9,0,70,1,4
ship,14,4,1,4,0,0,1,0,79,3
truck,8,7,1,0,0,2,1,2,6,82
