,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,59,8,2,5,3,0,5,2,9,10
car,1,73,1,1,2,0,1,0,2,8
bird,7,2,46,6,12,11,7,7,1,1
cat,3,1,7,40,9,21,10,8,2,2
deer,3,0,10,6,52,4,6,7,1,1
dog,0,0,5,16,7,41,3,11,1,2
frog,1,2,5,4,4,4,88,3,0,1
horse,4,1,2,3,6,3,2,79,2,0
ship,14,13,2,1,0,0,1,0,69,6
truck,2,6,2,1,0,1,3,4,3,87
