,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,5,3,1,5,2,3,2,8,12
car,3,66,1,0,0,1,0,0,1,17
bird,5,2,50,5,14,7,5,7,3,2
cat,4,0,6,46,11,10,10,9,1,6
deer,4,1,4,5,52,5,6,9,2,2
dog,0,1,7,15,3,47,1,12,0,0
frog,0,2,3,8,11,6,78,2,0,2
horse,1,0,0,3,3,7,1,83,2,2
ship,14,6,1,1,0,0,1,0,71,12
truck,3,11,0,2,1,0,0,2,7,83
