,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,71,2,4,4,4,2,3,1,9,3
car,8,66,1,1,0,0,0,0,3,10
bird,5,0,48,10,16,11,4,4,1,1
cat,3,1,13,47,12,13,8,4,1,1
deer,2,0,8,6,57,4,7,5,1,0
dog,0,1,6,22,7,42,1,6,1,0
frog,1,0,4,8,10,6,81,0,1,1
horse,3,1,1,10,9,8,1,66,0,3
ship,14,6,4,5,4,0,0,0,72,1
truck,1,12,2,6,1,2,3,4,9,69
