,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,1,1,6,3,2,3,3,14,9
car,5,61,0,1,3,1,2,1,2,13
bird,10,1,37,15,12,12,7,3,2,1
cat,1,0,7,51,12,9,12,5,5,1
deer,4,1,8,10,45,4,8,10,0,0
dog,0,1,4,32,8,35,2,4,0,0
frog,0,1,4,8,13,1,82,2,1,0
horse,1,0,2,10,7,3,3,72,2,2
ship,19,3,0,3,2,0,2,1,72,4
truck,4,9,1,5,0,1,4,3,6,76
