,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,49,8,2,13,4,1,1,0,20,5
car,4,64,0,3,0,0,1,2,10,5
bird,8,1,46,13,10,8,5,3,3,3
cat,3,4,11,46,5,15,8,6,3,2
deer,4,2,17,16,25,10,6,6,1,3
dog,2,3,14,21,5,31,2,6,2,0
frog,2,3,14,14,4,3,63,5,1,3
horse,5,5,9,10,6,13,1,46,1,6
ship,21,12,1,4,0,0,0,0,66,2
truck,4,20,0,10,1,1,2,4,14,53
