,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,46,3,3,5,5,2,4,4,24,7
car,3,51,0,2,0,1,1,1,8,22
bird,5,1,43,11,11,7,8,10,3,1
cat,5,0,9,42,8,19,10,5,3,2
deer,1,2,9,8,37,5,10,15,2,1
dog,1,2,6,25,2,33,3,13,1,0
frog,0,1,7,11,6,5,77,3,1,1
horse,2,1,5,7,5,4,1,75,1,1
ship,8,2,0,2,3,3,1,1,83,3
truck,2,5,1,2,0,1,5,5,8,80
