,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,60,9,3,3,1,4,3,1,11,8
car,1,65,2,0,1,4,4,2,2,8
bird,7,2,41,9,15,10,11,1,2,2
cat,2,3,10,35,11,23,11,6,1,1
deer,2,1,7,5,56,5,7,6,1,0
dog,2,0,4,10,9,47,3,9,0,2
frog,0,0,1,3,7,2,98,0,0,1
horse,0,0,2,6,10,5,4,75,0,0
ship,12,6,0,3,1,1,2,1,77,3
truck,2,16,0,2,4,1,1,4,5,74
