,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,71,1,2,6,3,3,3,0,11,3
car,5,66,2,0,0,0,2,2,4,8
bird,6,1,53,9,15,3,8,1,3,1
cat,3,2,8,40,14,12,16,4,2,2
deer,7,0,11,6,44,4,9,8,0,1
dog,0,0,13,21,6,38,1,6,0,1
frog,2,0,8,4,9,3,83,1,1,1
horse,3,1,1,9,10,5,0,70,2,1
ship,18,7,1,2,0,1,3,1,73,0
truck,12,16,0,4,0,0,0,2,8,67
