,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,4,3,2,4,3,3,5,15,3
car,1,72,1,0,1,0,0,1,6,7
bird,12,0,46,1,13,10,9,5,3,1
cat,4,1,7,24,10,26,18,8,2,3
deer,4,0,6,0,50,4,13,11,2,0
dog,0,1,7,9,4,49,6,10,0,0
frog,3,1,3,2,7,7,86,1,1,1
horse,3,1,1,1,4,6,2,80,1,3
ship,10,6,0,3,1,0,2,0,83,1
truck,4,18,2,0,2,3,3,2,7,68
