,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,64,1,2,5,2,2,2,2,18,5
car,4,66,0,0,1,1,1,0,8,8
bird,8,1,50,4,10,10,10,2,4,1
cat,4,2,8,42,9,16,11,4,4,3
deer,7,1,18,4,42,6,4,7,1,0
dog,0,0,11,10,5,45,5,7,1,2
frog,0,1,7,7,5,2,90,0,0,0
horse,3,1,2,5,6,8,0,76,0,1
ship,9,1,1,1,0,1,1,0,88,4
truck,5,12,3,3,0,0,1,1,11,73
