,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,55,6,5,7,5,1,1,2,17,4
car,3,72,1,0,0,1,1,0,3,8
bird,14,0,52,2,10,10,2,5,3,2
cat,4,3,5,50,8,16,6,6,2,3
deer,5,0,17,8,30,12,5,10,0,3
dog,0,0,8,22,4,38,6,6,0,2
frog,2,4,9,18,4,5,64,2,1,3
horse,1,1,3,7,9,8,0,71,1,1
ship,10,4,0,0,0,1,1,0,86,4
truck,4,12,2,4,0,0,0,2,9,76
