,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,1,11,3,2,3,2,0,15,3
car,2,70,2,0,0,0,1,1,3,10
bird,8,3,54,2,7,10,11,3,1,1
cat,5,1,5,27,8,25,16,8,3,5
deer,8,0,12,1,44,6,6,10,1,2
dog,0,1,12,6,4,47,3,11,0,2
frog,0,2,7,2,5,6,85,1,2,2
horse,5,0,6,3,7,6,2,70,1,2
ship,14,10,0,2,0,1,2,0,73,4
truck,2,18,3,1,1,1,2,1,7,73
