,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,53,3,4,4,7,4,1,1,20,6
car,1,69,0,1,0,2,0,0,0,16
bird,8,2,54,7,9,8,6,3,2,1
cat,5,1,7,42,10,21,5,6,0,6
deer,4,0,8,5,46,13,1,8,1,4
dog,0,0,11,18,4,42,1,9,0,1
frog,0,4,6,8,11,4,75,1,1,2
horse,2,1,4,7,10,4,1,67,2,4
ship,15,4,1,1,0,1,0,1,76,7
truck,2,16,2,3,2,1,1,2,5,75
