,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,57,5,7,1,1,4,5,2,17,4
car,2,58,2,0,1,0,1,4,8,13
bird,7,1,60,1,6,13,3,5,4,0
cat,2,1,21,21,5,34,7,7,0,5
deer,3,0,23,3,29,8,11,12,1,0
dog,0,0,14,6,2,55,2,6,0,1
frog,0,0,7,3,1,7,90,0,1,3
horse,1,0,6,3,4,11,2,73,2,0
ship,6,0,2,2,0,2,0,1,89,4
truck,4,7,2,2,0,2,2,6,10,74
