,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,55,4,4,1,2,3,4,4,18,8
car,1,62,2,0,2,1,1,3,7,10
bird,9,0,38,17,9,10,7,8,1,1
cat,1,0,5,58,5,13,7,9,3,2
deer,8,0,10,12,31,5,9,13,1,1
dog,0,0,4,28,2,33,5,14,0,0
frog,1,2,4,13,3,7,77,4,1,0
horse,1,0,2,6,4,5,0,78,4,2
ship,11,4,1,5,1,2,1,1,77,3
truck,2,13,2,2,0,1,3,3,12,71
