,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,2,6,4,2,2,5,2,11,2
car,7,66,1,0,0,0,0,0,2,13
bird,4,1,52,14,11,4,9,3,1,1
cat,2,1,16,53,9,7,9,4,1,1
deer,2,1,11,9,44,4,6,11,2,0
dog,0,1,6,29,6,37,3,4,0,0
frog,0,2,3,6,6,2,88,1,1,3
horse,0,1,4,9,12,4,2,69,1,0
ship,14,3,1,5,0,0,1,0,79,3
truck,4,9,1,3,1,2,1,2,11,75
