,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,43,7,6,3,3,3,3,3,19,13
car,1,42,2,4,2,3,7,0,9,19
bird,6,0,50,1,16,12,9,2,3,1
cat,2,5,6,7,21,28,19,8,2,5
deer,6,1,8,3,37,11,9,11,1,3
dog,1,1,10,9,10,41,6,8,0,0
frog,3,0,7,6,19,5,66,1,0,5
horse,1,1,2,4,14,15,1,58,0,6
ship,18,7,2,3,0,0,2,3,64,7
truck,4,11,3,1,3,1,2,4,12,68
