,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,68,2,1,2,2,4,2,2,11,9
car,7,62,2,0,0,0,0,2,2,14
bird,9,2,41,5,15,14,7,6,1,0
cat,4,3,2,43,6,31,2,10,0,2
deer,4,1,7,2,46,8,2,19,1,0
dog,0,0,3,13,3,47,3,15,0,2
frog,0,0,0,5,12,9,79,3,1,3
horse,2,2,1,0,7,9,0,78,1,2
ship,14,4,0,0,1,1,0,3,77,6
truck,4,8,2,0,0,2,0,10,5,78
