,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,69,0,2,2,3,5,4,1,13,4
car,3,65,3,0,0,0,0,2,5,11
bird,12,1,49,6,11,14,2,3,2,0
cat,2,3,5,42,6,31,9,1,2,2
deer,3,0,12,2,52,5,4,6,1,5
dog,0,0,4,19,4,48,1,6,2,2
frog,0,2,3,10,6,5,84,0,0,2
horse,2,0,2,6,5,11,0,72,1,3
ship,13,2,0,2,0,1,0,0,83,5
truck,3,9,1,0,0,1,1,0,11,83
