,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,65,4,3,1,3,1,5,1,13,7
car,5,66,1,1,1,0,0,1,3,11
bird,10,0,44,8,9,17,6,1,2,3
cat,2,1,3,37,12,27,13,4,1,3
deer,5,1,6,7,41,9,5,14,1,1
dog,0,2,6,9,3,55,3,5,3,0
frog,0,2,4,7,7,9,80,2,1,0
horse,1,0,5,4,6,8,1,68,1,8
ship,15,5,1,2,1,3,1,0,73,5
truck,3,14,0,1,0,3,1,3,5,79
