,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,36,4,11,9,2,5,0,2,31,3
car,4,56,3,0,1,3,0,2,3,17
bird,8,1,42,11,4,14,9,8,3,0
cat,3,1,7,49,2,17,11,6,3,4
deer,2,0,15,16,22,13,10,8,3,1
dog,1,0,13,28,2,31,1,7,1,2
frog,0,0,10,17,0,11,70,2,2,0
horse,0,0,4,8,1,13,1,73,2,0
ship,12,6,4,5,0,0,0,0,70,9
truck,1,10,6,6,0,4,2,5,12,63
