,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,46,5,7,11,4,2,3,2,20,3
car,2,64,3,0,2,1,0,0,6,11
bird,5,0,57,14,4,6,8,1,2,3
cat,1,0,8,54,7,16,13,1,2,1
deer,2,0,12,12,29,6,18,7,3,1
dog,0,0,4,32,1,42,3,4,0,0
frog,0,1,6,13,4,3,83,0,1,1
horse,1,1,3,17,6,5,2,64,1,2
ship,3,4,1,2,1,1,1,0,89,4
truck,1,10,2,3,0,1,1,1,8,82
