,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,59,5,10,5,0,3,1,0,15,5
car,3,67,2,0,1,0,0,0,3,13
bird,6,1,53,12,7,6,3,6,4,2
cat,6,3,9,31,7,22,9,9,2,5
deer,3,1,18,15,35,3,7,6,1,1
dog,0,1,8,23,1,36,1,12,1,3
frog,0,1,14,12,5,3,71,0,1,5
horse,1,1,4,7,5,8,1,71,2,2
ship,11,1,3,5,2,1,0,0,79,4
truck,6,11,2,5,0,0,0,0,10,75
