,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,3,5,2,2,3,0,1,15,9
car,4,73,0,2,0,0,0,0,4,6
bird,8,1,42,7,14,16,5,2,4,1
cat,2,4,7,40,7,25,10,4,2,2
deer,4,1,9,4,48,7,6,7,1,3
dog,1,0,8,13,9,41,4,8,0,2
frog,0,2,9,5,5,8,78,0,2,3
horse,3,1,2,6,8,8,0,68,1,5
ship,13,3,0,0,1,0,0,0,86,3
truck,2,7,3,1,0,0,0,1,7,88
