,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,58,2,11,4,1,3,2,1,14,7
car,2,69,1,0,0,0,1,0,5,11
bird,4,1,56,10,13,7,4,1,2,2
cat,4,1,5,48,10,14,9,6,2,4
deer,1,1,14,13,42,2,6,8,1,2
dog,1,0,7,30,7,23,4,13,1,0
frog,0,1,10,12,12,4,67,4,0,2
horse,2,0,1,9,12,4,0,70,2,2
ship,14,1,3,5,1,1,0,0,78,3
truck,5,15,4,2,1,1,1,0,6,74
