,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,70,0,4,4,3,2,3,1,14,2
car,3,69,1,0,0,0,0,1,4,11
bird,6,1,47,20,7,9,6,1,2,1
cat,3,1,5,50,8,17,11,1,2,5
deer,2,3,9,12,41,4,8,9,2,0
dog,1,0,6,32,1,34,2,9,0,1
frog,0,0,3,10,6,6,85,1,1,0
horse,4,0,1,10,1,8,4,69,1,4
ship,10,5,2,2,1,1,0,0,83,2
truck,3,6,3,3,0,2,2,5,11,74
