,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,1,4,2,6,5,1,2,12,9
car,2,53,0,1,4,2,2,0,4,21
bird,5,0,49,5,16,17,4,1,2,1
cat,2,3,8,37,11,33,3,2,1,3
deer,4,0,8,6,56,6,4,5,1,0
dog,0,0,3,11,4,60,3,4,0,1
frog,0,2,4,5,7,11,81,2,0,0
horse,0,0,1,1,10,16,0,70,1,3
ship,11,3,0,1,1,1,1,0,83,5
truck,3,4,2,2,0,4,1,1,6,86
