,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,2,2,2,4,0,6,2,12,6
car,4,62,0,0,1,1,1,1,3,16
bird,10,1,50,11,9,9,5,2,2,1
cat,4,1,10,45,10,12,10,6,2,3
deer,7,0,10,9,50,1,4,8,0,1
dog,0,1,4,18,4,43,6,9,0,1
frog,0,0,7,7,4,3,87,0,2,2
horse,2,4,1,13,4,5,1,69,2,1
ship,16,4,0,1,0,0,1,1,81,2
truck,1,10,2,1,0,2,3,1,7,82
