,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,69,2,1,3,5,2,3,2,13,3
car,1,63,0,2,1,0,0,1,5,16
bird,6,1,59,8,12,6,1,3,3,1
cat,3,2,10,50,12,12,6,4,3,1
deer,5,1,9,5,47,5,4,9,5,0
dog,1,0,7,23,7,37,4,7,0,0
frog,2,1,4,10,8,4,78,1,2,2
horse,2,1,3,2,8,5,3,73,1,4
ship,11,2,1,3,1,1,1,1,82,3
truck,8,9,0,2,0,2,1,6,6,75
