,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,65,2,11,2,5,3,4,0,9,2
car,6,57,5,3,1,0,0,0,4,13
bird,8,0,63,10,9,3,4,2,1,0
cat,2,1,20,47,4,17,5,3,1,3
deer,3,0,16,5,52,3,7,3,0,1
dog,0,0,7,27,5,38,4,4,0,1
frog,0,0,8,12,7,3,79,0,2,1
horse,1,0,4,10,11,6,1,68,1,0
ship,12,3,2,5,2,0,2,0,74,6
truck,4,9,3,7,0,0,3,3,5,75
