,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,56,6,7,4,2,2,1,1,18,6
car,5,57,2,3,1,2,1,1,3,14
bird,9,1,37,11,10,8,13,2,4,5
cat,5,2,5,46,9,15,11,5,3,2
deer,5,0,10,12,35,5,10,7,3,3
dog,2,0,12,19,4,37,5,5,0,2
frog,3,0,5,5,3,1,92,1,0,2
horse,2,0,3,7,10,14,3,60,1,2
ship,11,6,1,4,0,0,0,2,77,5
truck,8,7,3,10,0,0,0,1,8,72
