,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,45,1,4,1,4,4,3,5,25,11
car,1,73,1,0,1,1,1,1,4,6
bird,7,1,45,8,11,11,10,2,4,1
cat,3,2,4,43,5,30,10,2,2,2
deer,1,0,8,10,42,11,4,8,4,2
dog,1,1,7,12,3,52,3,6,0,1
frog,0,1,4,12,4,4,84,0,0,3
horse,2,1,1,5,6,14,1,70,0,2
ship,5,8,2,2,1,2,1,0,84,1
truck,0,12,2,3,2,0,2,2,4,82
