,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,69,3,6,2,0,3,1,1,12,6
car,2,66,2,2,0,2,0,0,6,9
bird,7,0,48,11,11,11,7,4,1,0
cat,4,0,9,47,7,23,4,4,4,1
deer,7,0,11,7,43,7,4,10,0,1
dog,2,0,9,20,3,37,1,14,0,0
frog,2,0,3,9,5,4,88,0,1,0
horse,1,0,4,9,4,9,1,71,1,2
ship,14,8,0,4,0,2,1,0,74,3
truck,2,13,2,4,0,0,4,3,8,73
