,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,54,8,7,1,3,0,1,3,18,8
car,1,60,1,0,0,0,0,0,3,24
bird,9,0,59,4,10,4,4,3,3,4
cat,3,3,15,42,11,4,7,9,1,8
deer,4,1,14,8,44,3,3,10,3,0
dog,1,1,11,23,6,26,2,14,0,2
frog,0,2,5,11,2,2,83,2,1,4
horse,0,0,6,9,5,0,2,73,1,6
ship,11,5,1,2,0,0,0,0,82,5
truck,3,6,1,2,0,1,1,0,6,89
