,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,2,5,3,1,2,2,2,20,5
car,3,61,4,0,1,1,0,0,2,17
bird,6,0,58,5,10,13,3,3,2,0
cat,3,1,14,39,7,25,5,7,0,2
deer,3,0,12,3,43,14,4,8,3,0
dog,0,0,4,16,2,54,4,6,0,0
frog,0,1,7,8,8,6,79,0,0,3
horse,1,1,4,5,8,6,0,72,2,3
ship,8,5,0,0,2,1,0,0,86,4
truck,2,8,2,1,0,2,1,4,10,79
