,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,43,5,6,1,4,1,5,8,21,9
car,0,68,1,0,1,0,0,2,5,12
bird,10,0,44,9,13,4,8,10,1,1
cat,0,1,9,36,11,21,9,11,0,5
deer,2,0,19,7,30,3,6,19,3,1
dog,1,1,8,16,3,39,3,14,0,1
frog,0,0,3,14,7,6,80,0,0,2
horse,1,0,2,3,3,5,2,85,0,1
ship,7,8,0,1,1,1,1,1,79,7
truck,1,18,1,1,0,1,5,5,9,68
