,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,72,0,7,2,3,0,2,1,15,1
car,7,60,1,0,1,0,3,0,6,11
bird,7,1,62,4,10,3,6,2,4,1
cat,2,1,9,38,11,13,12,8,4,5
deer,6,0,7,5,55,2,4,7,2,2
dog,0,0,11,12,6,38,3,15,0,1
frog,1,0,5,4,7,2,90,1,1,1
horse,3,0,1,6,8,6,1,70,1,6
ship,16,1,1,1,0,0,0,0,83,4
truck,5,10,2,1,0,1,2,2,9,77
