,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,70,7,1,0,0,1,2,2,19,1
car,4,70,0,0,1,0,0,0,7,7
bird,17,1,45,10,7,4,5,3,7,1
cat,6,0,14,43,9,7,9,4,6,5
deer,10,0,19,6,34,1,11,7,1,1
dog,2,0,8,26,9,28,5,5,1,2
frog,4,4,5,6,6,3,80,0,2,2
horse,4,1,2,7,8,4,1,67,2,6
ship,12,4,2,2,0,0,0,0,84,2
truck,8,8,2,0,0,1,1,1,9,79
