,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,68,5,5,7,2,0,2,0,8,6
car,3,68,2,1,0,1,1,0,2,11
bird,8,2,50,12,10,11,2,3,2,0
cat,2,1,5,61,5,19,2,4,0,4
deer,4,1,10,12,46,6,3,6,2,0
dog,0,0,7,23,4,41,3,8,0,0
frog,1,1,4,12,8,3,79,0,2,2
horse,3,1,1,13,4,6,0,73,0,1
ship,13,4,0,2,3,1,1,1,76,5
truck,7,6,2,2,0,2,1,4,4,81
