,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,48,7,6,2,4,1,6,4,17,8
car,3,69,0,0,0,1,0,0,3,13
bird,5,2,43,11,13,14,7,2,2,1
cat,3,2,7,38,5,21,18,4,3,2
deer,3,1,19,9,33,7,6,6,3,3
dog,0,1,7,22,3,42,3,7,0,1
frog,0,2,5,6,6,6,84,1,1,1
horse,0,3,6,7,6,4,3,66,2,5
ship,10,8,2,2,1,1,3,0,71,8
truck,0,19,1,6,0,1,3,1,8,70
