,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,2,1,2,8,3,3,2,12,3
car,3,73,2,0,0,1,1,1,2,6
bird,12,0,44,7,16,12,6,0,2,1
cat,1,1,6,50,10,21,8,5,0,1
deer,3,0,6,3,48,12,9,8,0,1
dog,0,1,5,12,8,53,2,5,0,0
frog,0,0,4,8,8,4,83,1,1,3
horse,2,0,1,5,8,9,1,76,0,0
ship,16,5,0,2,2,3,0,0,75,3
truck,4,7,1,1,0,1,4,8,6,77
