,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,49,8,6,4,3,1,2,3,14,13
car,1,71,0,0,1,0,0,0,3,13
bird,8,2,43,14,17,4,3,5,4,0
cat,4,3,14,38,10,14,7,4,3,6
deer,3,1,16,9,51,3,3,2,1,1
dog,2,0,9,25,9,30,4,7,0,0
frog,0,3,7,13,13,1,70,0,1,4
horse,4,1,2,7,14,6,1,63,1,3
ship,11,10,1,6,1,0,1,1,73,2
truck,1,18,1,1,1,0,0,3,8,76
