,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,65,1,3,1,3,2,2,3,18,5
car,2,72,1,1,1,0,0,0,3,9
bird,8,2,50,7,17,4,6,3,1,2
cat,5,2,10,50,12,8,5,7,2,2
deer,4,1,10,6,46,0,9,10,2,2
dog,0,1,8,27,4,32,2,9,1,2
frog,0,2,7,6,4,3,84,4,1,1
horse,2,1,3,4,10,3,1,75,2,1
ship,15,8,0,1,3,1,0,3,74,1
truck,4,8,2,2,1,0,0,2,4,86
