,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,52,5,6,5,3,1,4,3,15,9
car,2,66,2,0,0,1,3,1,3,11
bird,5,3,60,6,12,6,2,3,1,2
cat,1,2,11,42,9,18,6,8,4,2
deer,3,1,13,6,42,9,3,10,1,2
dog,0,0,10,17,6,42,3,8,0,0
frog,2,0,9,8,6,6,75,2,1,3
horse,0,1,7,4,10,6,0,72,0,2
ship,16,4,2,3,1,1,1,1,70,7
truck,3,15,1,5,0,1,1,2,5,76
