,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,2,1,2,1,0,3,5,15,7
car,3,76,0,1,0,1,2,0,2,4
bird,14,2,45,10,12,2,10,2,2,1
cat,4,1,6,54,12,5,9,6,4,2
deer,6,0,7,4,55,0,5,10,2,1
dog,0,0,4,34,9,26,3,10,0,0
frog,2,2,2,7,6,2,90,0,1,0
horse,1,1,0,10,7,6,1,73,0,3
ship,14,7,2,2,0,0,0,0,76,5
truck,7,11,1,8,0,0,3,1,5,73
