,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,73,2,0,3,4,1,1,1,14,4
car,6,72,1,1,0,2,0,0,2,5
bird,9,1,45,13,7,7,7,5,5,1
cat,13,0,5,39,3,22,9,4,6,2
deer,3,0,11,5,48,8,4,7,2,2
dog,1,0,2,21,6,43,3,7,2,1
frog,1,2,3,7,6,5,84,0,3,1
horse,1,0,2,9,7,10,0,69,3,1
ship,12,1,0,1,0,0,0,2,86,4
truck,2,10,2,1,0,0,1,1,12,80
