,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,69,6,3,8,3,1,2,2,6,3
car,2,76,0,1,1,0,2,1,3,3
bird,8,1,44,8,10,11,11,4,2,1
cat,0,4,13,41,5,24,9,5,0,2
deer,1,2,11,4,50,7,8,5,0,2
dog,0,1,10,17,3,46,3,5,0,1
frog,2,2,3,12,3,10,77,2,0,1
horse,2,2,3,8,6,10,3,65,1,2
ship,10,9,3,3,1,3,0,0,74,3
truck,2,16,1,3,0,3,0,2,5,77
